train_name,train_number,current_station,next_station,distance_km,scheduled_travel_time_min,weather,congestion_level,historical_avg_delay_min,day_of_week,hour_of_day,actual_delay_min
Tejas Express,22119,Surat,Mumbai Central,106.6,106.6,Clear,Medium,9.2,Sun,9,15.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,49.5,49.5,Clear,Low,16.9,Wed,14,4.9
August Kranti Rajdhani,12953,Surat,Mumbai Central,140.1,140.1,Fog,Low,19.5,Sat,21,28.1
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,50.9,50.9,Clear,Low,2.5,Tue,6,0.0
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,147.1,147.1,Clear,Low,19.5,Mon,0,10.1
Tejas Express,22119,Vadodara Jn,Surat,119.9,119.9,Rain,High,3.1,Fri,16,34.2
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,81.6,81.6,Clear,High,19.6,Tue,18,30.5
Tejas Express,22119,Ratlam Jn,Vadodara Jn,109.6,109.6,Fog,High,2.8,Wed,0,36.9
Tejas Express,22119,Surat,Mumbai Central,129.3,129.3,Clear,Low,1.1,Fri,16,1.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,45.4,45.4,Clear,Medium,13.5,Fri,12,21.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,61.3,61.3,Fog,High,18.2,Tue,22,42.7
Tejas Express,22119,Ratlam Jn,Vadodara Jn,70.2,70.2,Clear,Low,6.2,Fri,2,2.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,116.4,116.4,Clear,Low,3.3,Thu,23,3.9
Tejas Express,22119,Kota Jn,Ratlam Jn,128.6,128.6,Clear,Low,6.1,Fri,10,8.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,118.3,118.3,Clear,Low,18.3,Fri,14,8.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,44.2,44.2,Clear,Medium,0.8,Sun,18,13.7
Shatabdi Express,12009,Vadodara Jn,Surat,92.7,92.7,Clear,Low,0.0,Sat,20,0.0
Tejas Express,22119,New Delhi,Kota Jn,105.0,105.0,Rain,Low,9.8,Tue,0,14.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,84.1,84.1,Heavy Rain,Medium,7.2,Thu,8,38.4
Tejas Express,22119,New Delhi,Kota Jn,68.5,68.5,Fog,Low,5.2,Tue,10,18.4
Tejas Express,22119,Kota Jn,Ratlam Jn,66.5,66.5,Clear,Low,12.7,Mon,9,10.9
Shatabdi Express,12009,Surat,Mumbai Central,103.1,103.1,Clear,Low,12.6,Fri,5,8.9
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,127.5,127.5,Fog,Low,13.7,Mon,17,23.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,21.7,21.7,Clear,Low,9.7,Tue,3,3.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,85.4,85.4,Rain,Medium,11.2,Fri,17,25.5
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,79.9,79.9,Clear,Medium,18.5,Wed,22,19.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,126.2,126.2,Rain,Medium,15.3,Sat,9,24.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,48.9,48.9,Rain,Low,4.5,Tue,2,6.5
Tejas Express,22119,New Delhi,Kota Jn,30.1,30.1,Fog,Medium,0.9,Sun,21,21.6
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,35.5,35.5,Clear,Low,13.4,Sun,3,9.2
August Kranti Rajdhani,12953,Surat,Mumbai Central,137.2,137.2,Clear,Low,1.8,Wed,18,4.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,40.9,40.9,Clear,Medium,4.8,Mon,18,13.1
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,48.2,48.2,Clear,Low,18.0,Sat,3,9.4
August Kranti Rajdhani,12953,Surat,Mumbai Central,130.7,130.7,Clear,Medium,3.7,Mon,5,13.5
Shatabdi Express,12009,Vadodara Jn,Surat,75.1,75.1,Clear,Low,15.2,Thu,3,5.7
August Kranti Rajdhani,12953,Vadodara Jn,Surat,119.1,119.1,Fog,Medium,0.8,Mon,12,23.7
Shatabdi Express,12009,Vadodara Jn,Surat,98.1,98.1,Clear,High,8.9,Wed,13,24.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,136.3,136.3,Rain,High,7.3,Sat,15,26.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,76.9,76.9,Fog,Low,2.9,Fri,3,15.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,67.3,67.3,Clear,Low,16.9,Tue,13,7.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,119.4,119.4,Fog,Medium,15.1,Thu,11,35.5
Tejas Express,22119,Surat,Mumbai Central,143.5,143.5,Heavy Rain,Medium,2.9,Mon,8,36.0
Tejas Express,22119,Vadodara Jn,Surat,50.0,50.0,Rain,Low,14.8,Thu,21,18.7
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,69.7,69.7,Fog,Low,12.4,Mon,21,17.2
Tejas Express,22119,Vadodara Jn,Surat,46.3,46.3,Fog,Low,5.2,Sun,17,16.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,148.8,148.8,Rain,Low,9.0,Thu,14,16.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,43.0,43.0,Fog,Medium,17.7,Thu,4,30.5
Shatabdi Express,12009,Vadodara Jn,Surat,83.4,83.4,Clear,Medium,13.2,Fri,15,18.5
Tejas Express,22119,Surat,Mumbai Central,131.1,131.1,Clear,Low,9.9,Fri,21,9.7
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,61.7,61.7,Clear,Low,16.7,Sat,18,6.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,69.5,69.5,Clear,High,8.2,Tue,7,19.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,97.0,97.0,Rain,Low,6.1,Mon,17,9.5
Shatabdi Express,12009,New Delhi,Kota Jn,79.9,79.9,Rain,Medium,18.0,Sat,15,24.7
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,69.1,69.1,Clear,Medium,16.2,Sat,6,14.1
Shatabdi Express,12009,Vadodara Jn,Surat,85.4,85.4,Fog,Low,12.3,Thu,6,19.8
Tejas Express,22119,New Delhi,Kota Jn,129.2,129.2,Clear,Low,1.0,Thu,7,5.5
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,32.3,32.3,Clear,Low,16.0,Tue,11,7.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,85.6,85.6,Clear,Medium,6.3,Wed,19,12.2
Tejas Express,22119,Surat,Mumbai Central,43.5,43.5,Clear,Medium,17.3,Tue,21,19.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,141.8,141.8,Clear,Medium,15.4,Fri,23,17.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,46.1,46.1,Clear,Low,14.9,Sun,13,10.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,131.8,131.8,Rain,Medium,16.9,Wed,20,24.1
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,109.3,109.3,Clear,Low,3.0,Sun,9,0.0
Tejas Express,22119,Vadodara Jn,Surat,92.8,92.8,Clear,Medium,0.7,Tue,0,6.9
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,105.6,105.6,Clear,High,19.3,Mon,1,29.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,98.2,98.2,Rain,High,8.1,Sat,2,30.6
Tejas Express,22119,Kota Jn,Ratlam Jn,50.7,50.7,Clear,Medium,2.4,Fri,16,12.8
Shatabdi Express,12009,Vadodara Jn,Surat,135.0,135.0,Clear,Low,16.1,Fri,23,6.4
Tejas Express,22119,Kota Jn,Ratlam Jn,141.6,141.6,Clear,Low,4.3,Thu,8,0.0
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,89.4,89.4,Fog,Low,10.9,Tue,8,20.1
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,81.8,81.8,Clear,Low,12.9,Mon,23,10.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,52.9,52.9,Clear,Medium,14.0,Sat,3,21.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,70.5,70.5,Rain,Low,19.6,Mon,7,15.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,131.7,131.7,Clear,Low,6.3,Sat,13,6.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,132.6,132.6,Rain,High,9.4,Sun,10,31.8
Tejas Express,22119,New Delhi,Kota Jn,127.2,127.2,Fog,Medium,7.0,Sun,17,29.5
Shatabdi Express,12009,Vadodara Jn,Surat,110.4,110.4,Fog,Medium,3.7,Sat,4,26.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,46.0,46.0,Clear,Medium,2.2,Sat,20,8.6
August Kranti Rajdhani,12953,Surat,Mumbai Central,109.1,109.1,Fog,Low,9.6,Wed,5,22.2
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,45.8,45.8,Clear,Low,17.5,Fri,7,13.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,140.0,140.0,Fog,Medium,18.1,Tue,8,38.8
August Kranti Rajdhani,12953,New Delhi,Kota Jn,72.1,72.1,Clear,Low,1.8,Fri,3,0.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,76.6,76.6,Rain,Low,13.5,Sat,6,10.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,57.4,57.4,Clear,Low,17.1,Sun,9,9.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,43.4,43.4,Fog,Low,19.5,Thu,7,22.1
Shatabdi Express,12009,Surat,Mumbai Central,109.0,109.0,Clear,Low,2.7,Sat,12,0.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,112.1,112.1,Fog,Low,1.9,Wed,7,11.5
Tejas Express,22119,Ratlam Jn,Vadodara Jn,149.6,149.6,Rain,High,12.0,Mon,0,36.5
Shatabdi Express,12009,Surat,Mumbai Central,100.6,100.6,Clear,Low,7.4,Fri,1,8.4
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,42.1,42.1,Clear,Low,9.4,Sat,16,0.6
Tejas Express,22119,Kota Jn,Ratlam Jn,53.9,53.9,Clear,High,10.0,Wed,23,29.7
Shatabdi Express,12009,Vadodara Jn,Surat,56.8,56.8,Rain,Medium,15.2,Wed,13,23.2
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,115.8,115.8,Clear,High,11.1,Sat,14,29.8
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,39.3,39.3,Clear,Low,5.2,Thu,3,4.7
Tejas Express,22119,New Delhi,Kota Jn,77.4,77.4,Heavy Rain,Medium,9.2,Sat,4,35.7
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,32.2,32.2,Rain,Low,3.4,Wed,18,9.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,149.7,149.7,Clear,Medium,3.6,Tue,15,16.0
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,23.4,23.4,Fog,Medium,7.9,Mon,10,29.8
August Kranti Rajdhani,12953,New Delhi,Kota Jn,30.5,30.5,Rain,Medium,9.1,Fri,21,27.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,146.1,146.1,Fog,High,6.5,Sat,18,40.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,132.2,132.2,Rain,Low,16.0,Fri,19,18.4
Tejas Express,22119,New Delhi,Kota Jn,71.9,71.9,Clear,High,17.3,Sun,6,24.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,121.3,121.3,Clear,Medium,13.1,Thu,13,12.8
Shatabdi Express,12009,Surat,Mumbai Central,37.1,37.1,Fog,Medium,10.3,Thu,15,30.0
Shatabdi Express,12009,Surat,Mumbai Central,98.0,98.0,Clear,Low,7.4,Sat,13,0.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,86.7,86.7,Heavy Rain,Medium,13.0,Thu,16,43.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,80.9,80.9,Clear,Medium,6.0,Sat,9,17.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,75.6,75.6,Clear,Medium,18.3,Fri,13,19.2
Tejas Express,22119,New Delhi,Kota Jn,80.4,80.4,Fog,Medium,7.1,Sun,16,29.4
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,116.3,116.3,Clear,Medium,16.9,Thu,22,13.9
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,96.3,96.3,Clear,Medium,12.5,Sun,5,13.9
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,30.2,30.2,Heavy Rain,Low,13.5,Mon,0,31.1
Tejas Express,22119,New Delhi,Kota Jn,21.7,21.7,Fog,Low,8.1,Sat,19,20.7
Tejas Express,22119,Ratlam Jn,Vadodara Jn,100.4,100.4,Heavy Rain,Low,13.5,Thu,9,33.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,37.6,37.6,Clear,Medium,13.9,Mon,6,13.8
Tejas Express,22119,Kota Jn,Ratlam Jn,104.5,104.5,Clear,Medium,15.8,Wed,14,14.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,74.8,74.8,Clear,High,14.8,Thu,15,26.9
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,96.1,96.1,Clear,Medium,16.7,Mon,3,13.9
Tejas Express,22119,Vadodara Jn,Surat,130.3,130.3,Fog,Medium,11.1,Thu,12,28.4
Tejas Express,22119,Surat,Mumbai Central,96.8,96.8,Fog,Medium,16.3,Sat,1,33.0
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,94.9,94.9,Clear,Low,13.0,Mon,15,10.4
Shatabdi Express,12009,Vadodara Jn,Surat,110.7,110.7,Clear,Low,3.8,Tue,16,0.3
August Kranti Rajdhani,12953,Surat,Mumbai Central,138.2,138.2,Clear,Medium,16.8,Tue,9,20.0
Tejas Express,22119,Vadodara Jn,Surat,128.3,128.3,Fog,Medium,15.9,Sun,5,36.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,109.8,109.8,Clear,Low,3.5,Thu,3,0.0
Tejas Express,22119,Vadodara Jn,Surat,59.5,59.5,Clear,Low,0.4,Wed,21,4.0
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,127.6,127.6,Rain,Low,1.3,Fri,7,8.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,49.1,49.1,Clear,Low,7.1,Fri,8,0.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,98.6,98.6,Clear,Low,18.9,Sun,3,12.4
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,99.3,99.3,Rain,Low,11.2,Tue,20,13.7
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,138.4,138.4,Clear,Low,8.8,Sat,3,4.5
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,63.5,63.5,Clear,Medium,8.8,Sun,0,13.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,64.4,64.4,Clear,Low,7.4,Wed,20,6.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,117.9,117.9,Clear,Medium,2.8,Thu,14,10.7
Shatabdi Express,12009,New Delhi,Kota Jn,77.5,77.5,Fog,Medium,10.3,Wed,10,25.8
Tejas Express,22119,Kota Jn,Ratlam Jn,76.4,76.4,Clear,Low,18.5,Fri,1,5.8
Shatabdi Express,12009,Vadodara Jn,Surat,72.3,72.3,Fog,Medium,6.1,Wed,0,30.4
Shatabdi Express,12009,Surat,Mumbai Central,99.4,99.4,Clear,Low,12.9,Fri,19,10.3
Tejas Express,22119,Ratlam Jn,Vadodara Jn,135.4,135.4,Fog,Low,3.9,Mon,17,14.9
Shatabdi Express,12009,Vadodara Jn,Surat,114.3,114.3,Fog,Low,19.8,Mon,16,22.7
Shatabdi Express,12009,Surat,Mumbai Central,64.3,64.3,Fog,Low,17.8,Wed,7,24.3
Shatabdi Express,12009,Vadodara Jn,Surat,148.3,148.3,Clear,Low,7.5,Wed,3,5.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,78.3,78.3,Clear,Low,6.8,Sat,18,0.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,58.9,58.9,Fog,Medium,11.5,Thu,16,27.1
August Kranti Rajdhani,12953,New Delhi,Kota Jn,62.6,62.6,Clear,Medium,7.2,Sat,13,9.6
Tejas Express,22119,New Delhi,Kota Jn,32.0,32.0,Clear,Low,4.3,Sat,16,0.0
Tejas Express,22119,Surat,Mumbai Central,92.7,92.7,Fog,High,11.7,Thu,22,42.2
Tejas Express,22119,Vadodara Jn,Surat,127.1,127.1,Clear,Low,14.2,Sat,16,3.4
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,79.2,79.2,Clear,Low,11.2,Mon,19,9.8
Tejas Express,22119,New Delhi,Kota Jn,35.7,35.7,Clear,Low,3.1,Wed,9,0.2
Shatabdi Express,12009,Vadodara Jn,Surat,23.6,23.6,Clear,Medium,8.4,Wed,9,18.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,126.5,126.5,Clear,Low,7.0,Thu,15,7.2
Shatabdi Express,12009,Surat,Mumbai Central,78.8,78.8,Clear,Low,16.7,Tue,4,11.6
Tejas Express,22119,Vadodara Jn,Surat,106.7,106.7,Clear,Medium,1.8,Fri,13,12.1
Tejas Express,22119,Kota Jn,Ratlam Jn,137.0,137.0,Clear,Low,13.4,Wed,20,6.1
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,111.9,111.9,Clear,Medium,14.1,Mon,20,17.7
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,144.2,144.2,Clear,Medium,19.1,Sun,15,19.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,105.6,105.6,Clear,High,5.5,Sun,22,19.9
Tejas Express,22119,New Delhi,Kota Jn,124.9,124.9,Fog,Low,0.9,Mon,10,19.1
Tejas Express,22119,Kota Jn,Ratlam Jn,73.9,73.9,Rain,Low,5.1,Mon,17,6.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,38.7,38.7,Clear,Low,6.1,Tue,1,2.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,23.5,23.5,Clear,Low,6.4,Wed,8,2.3
Tejas Express,22119,New Delhi,Kota Jn,26.7,26.7,Clear,Medium,4.7,Fri,12,12.4
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,27.9,27.9,Clear,Low,9.7,Tue,0,3.9
Shatabdi Express,12009,Surat,Mumbai Central,145.3,145.3,Fog,Low,11.1,Wed,18,23.4
Tejas Express,22119,Vadodara Jn,Surat,30.9,30.9,Fog,Low,19.4,Tue,7,23.4
Tejas Express,22119,Surat,Mumbai Central,78.7,78.7,Clear,Low,16.6,Tue,0,6.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,55.5,55.5,Clear,Medium,20.0,Tue,18,23.4
Shatabdi Express,12009,New Delhi,Kota Jn,41.0,41.0,Clear,Low,1.8,Sun,4,2.9
Shatabdi Express,12009,Vadodara Jn,Surat,47.4,47.4,Clear,Medium,17.7,Sat,8,23.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,52.0,52.0,Heavy Rain,Low,9.2,Mon,22,30.6
August Kranti Rajdhani,12953,New Delhi,Kota Jn,99.1,99.1,Clear,Low,3.5,Sat,22,2.4
Tejas Express,22119,Vadodara Jn,Surat,90.0,90.0,Fog,Medium,1.6,Sun,21,21.1
Tejas Express,22119,New Delhi,Kota Jn,65.9,65.9,Rain,Medium,7.2,Sun,22,18.4
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,80.2,80.2,Rain,Low,4.4,Wed,21,5.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,31.7,31.7,Fog,Low,14.4,Thu,11,19.5
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,84.1,84.1,Fog,Medium,0.1,Sat,12,29.9
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,94.0,94.0,Clear,Medium,13.2,Sat,19,17.3
August Kranti Rajdhani,12953,New Delhi,Kota Jn,96.5,96.5,Fog,Low,18.7,Fri,23,28.0
Shatabdi Express,12009,Kota Jn,Ratlam Jn,130.2,130.2,Clear,High,13.6,Sat,17,27.9
Tejas Express,22119,New Delhi,Kota Jn,141.9,141.9,Fog,High,1.0,Thu,13,39.9
Shatabdi Express,12009,New Delhi,Kota Jn,108.4,108.4,Clear,Low,15.2,Tue,1,11.4
Shatabdi Express,12009,Vadodara Jn,Surat,89.2,89.2,Clear,Low,6.7,Sun,0,7.2
August Kranti Rajdhani,12953,Vadodara Jn,Surat,144.5,144.5,Rain,Low,6.6,Sat,3,6.9
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,76.2,76.2,Clear,Medium,18.7,Tue,3,22.8
Tejas Express,22119,Kota Jn,Ratlam Jn,144.6,144.6,Rain,Medium,10.4,Mon,19,20.6
Tejas Express,22119,New Delhi,Kota Jn,101.3,101.3,Clear,Low,1.2,Wed,22,0.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,28.1,28.1,Rain,Low,12.2,Mon,21,13.4
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,26.8,26.8,Rain,Low,12.3,Sun,19,13.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,69.9,69.9,Fog,High,12.4,Sat,0,39.6
Tejas Express,22119,Surat,Mumbai Central,62.7,62.7,Clear,Low,11.9,Sun,6,1.7
August Kranti Rajdhani,12953,Surat,Mumbai Central,53.3,53.3,Clear,Medium,8.9,Sun,1,11.8
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,60.5,60.5,Clear,High,15.1,Fri,4,25.7
August Kranti Rajdhani,12953,Vadodara Jn,Surat,60.1,60.1,Clear,Low,0.2,Sat,4,1.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,85.9,85.9,Rain,High,8.4,Tue,20,29.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,64.4,64.4,Fog,Medium,19.6,Wed,18,35.8
Shatabdi Express,12009,Surat,Mumbai Central,59.0,59.0,Clear,Low,17.5,Thu,7,12.8
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,110.1,110.1,Clear,Low,9.6,Sun,10,7.5
Tejas Express,22119,Kota Jn,Ratlam Jn,72.0,72.0,Rain,Low,0.2,Fri,3,6.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,77.3,77.3,Fog,High,7.2,Tue,6,43.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,48.5,48.5,Clear,Low,17.0,Tue,0,6.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,138.4,138.4,Clear,Medium,7.6,Mon,10,16.7
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,79.3,79.3,Clear,Low,3.4,Sun,19,2.0
Tejas Express,22119,New Delhi,Kota Jn,35.4,35.4,Rain,Low,3.8,Sat,11,10.2
Shatabdi Express,12009,Surat,Mumbai Central,75.8,75.8,Fog,High,15.3,Sun,17,43.5
Shatabdi Express,12009,Kota Jn,Ratlam Jn,62.6,62.6,Clear,Medium,17.5,Fri,15,22.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,122.0,122.0,Fog,Medium,3.3,Sat,16,25.5
Shatabdi Express,12009,Vadodara Jn,Surat,87.5,87.5,Clear,Medium,10.5,Thu,15,15.1
Shatabdi Express,12009,Surat,Mumbai Central,72.1,72.1,Rain,Medium,0.7,Tue,14,15.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,48.4,48.4,Clear,Low,3.1,Wed,17,5.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,117.7,117.7,Clear,Medium,4.6,Fri,19,7.7
Shatabdi Express,12009,Vadodara Jn,Surat,78.6,78.6,Clear,Low,10.0,Mon,5,2.7
Tejas Express,22119,Kota Jn,Ratlam Jn,54.5,54.5,Clear,High,5.9,Fri,20,22.9
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,140.5,140.5,Clear,Low,0.8,Tue,21,0.0
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,59.4,59.4,Rain,Medium,5.5,Tue,22,22.9
Shatabdi Express,12009,New Delhi,Kota Jn,120.1,120.1,Clear,Low,19.9,Sun,18,14.4
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,105.0,105.0,Heavy Rain,High,17.3,Sat,23,50.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,50.4,50.4,Clear,Medium,9.4,Wed,2,17.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,75.7,75.7,Rain,Low,8.8,Mon,11,15.9
August Kranti Rajdhani,12953,Surat,Mumbai Central,133.6,133.6,Clear,Medium,10.0,Wed,10,16.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,75.3,75.3,Fog,Medium,13.8,Fri,0,29.9
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,40.0,40.0,Heavy Rain,Low,12.6,Fri,18,32.3
Tejas Express,22119,Vadodara Jn,Surat,46.5,46.5,Clear,Medium,3.8,Fri,14,8.0
Shatabdi Express,12009,New Delhi,Kota Jn,42.3,42.3,Fog,Low,16.5,Mon,5,24.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,138.5,138.5,Clear,Low,5.8,Thu,1,3.1
Shatabdi Express,12009,Surat,Mumbai Central,21.4,21.4,Clear,High,7.8,Tue,17,28.8
Tejas Express,22119,Vadodara Jn,Surat,116.6,116.6,Clear,High,4.1,Wed,13,25.8
Tejas Express,22119,Kota Jn,Ratlam Jn,98.5,98.5,Rain,Medium,10.0,Wed,6,24.8
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,77.9,77.9,Rain,Medium,4.9,Fri,15,18.8
Tejas Express,22119,Vadodara Jn,Surat,94.9,94.9,Fog,Low,17.6,Sat,22,23.4
Shatabdi Express,12009,Vadodara Jn,Surat,99.7,99.7,Rain,Low,5.0,Sat,13,14.5
Tejas Express,22119,Vadodara Jn,Surat,138.4,138.4,Clear,Medium,7.9,Tue,5,18.4
Shatabdi Express,12009,Surat,Mumbai Central,57.9,57.9,Rain,Medium,14.4,Thu,13,22.4
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,29.9,29.9,Clear,Medium,6.5,Wed,6,12.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,23.5,23.5,Fog,Medium,9.2,Thu,6,28.0
Tejas Express,22119,New Delhi,Kota Jn,21.4,21.4,Clear,High,6.5,Thu,14,25.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,91.3,91.3,Clear,High,2.8,Sun,5,24.6
August Kranti Rajdhani,12953,New Delhi,Kota Jn,98.9,98.9,Clear,Low,14.8,Sat,0,4.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,77.3,77.3,Clear,Medium,17.9,Thu,22,19.2
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,103.3,103.3,Fog,High,7.8,Mon,19,37.0
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,120.4,120.4,Fog,High,7.5,Mon,0,36.1
Tejas Express,22119,New Delhi,Kota Jn,148.6,148.6,Clear,Low,13.4,Mon,21,3.9
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,25.7,25.7,Clear,Medium,6.5,Fri,6,14.6
